Cell Line,Inhibitor,Stimulus,Timepoint,4EBP1_pS65,4EBP1_pT37_pT46,ACC_pS79,AKT_pS473,AKT_pT308,AMPK_pT172,BAD_pS112,c-JUN_pS73,c-Met_pY1235,c-Raf_pS338,CHK1_pS345,CHK2_pT68,EGFR_pY1068,EGFR_pY1173,EGFR_pY992,ER-alpha_pS118,FOXO3a_pS318_S321,GSK3-alpha-beta_pS21_S9,GSK3-alpha-beta_pS9,HER2_pY1248,HER3_pY1298,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NDRG1_pT346,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PEA15_pS116,PKC-alpha_pS657,PKC-delta_pS664,PKC-pan-betaII_pS660,PRAS40_pT246,Rb_pS807_S811,Rictor_pT1135,S6_pS235_S236,S6_pS240_S244,Src_pY416,Src_pY527,STAT3_pY705,TAZ_pS89,YAP_pS127,YB-1_PS102
BT20,GSK690693_GSK1120212,FGF1,15,2.2656350830000003,3.445169781,0.497152188,8.122232634,5.705309977000001,1.9798303769999999,0.878556204,0.252193177,0.7342959290000001,1.7632382309999999,1.182628826,1.061563926,0.5065017070000001,1.3751964319999999,0.238057083,0.958162117,1.063253869,2.342519067,1.966530299,1.103207888,0.46603814,0.41697802100000003,0.149544663,2.0367140740000003,1.197666296,0.323406701,0.8173347320000001,0.6253740210000001,0.910807803,0.8695902190000001,0.381231875,0.322385822,2.149324531,2.056173294,0.426506538,1.085308805,2.2736542269999998,6.074768125,3.005657873,1.4629792959999999,0.23283613399999997,0.25159801,1.247195777,2.5078908419999997,0.5069864510000001,1.491617849,3.5583110319999998,0.923712949
BT20,GSK690693_GSK1120212,Insulin,15,2.3015804280000003,2.9186854369999997,0.47684559600000004,6.234212301,4.308395381,1.893026127,0.8618262409999999,0.240009952,0.71664397,1.137489736,1.229568976,0.946227747,0.498919171,1.411838521,0.236975468,0.900601662,1.098544928,2.060666679,1.757462085,0.99467632,0.45235512,0.407201975,0.105255726,0.8112700909999999,1.18827119,0.297411196,0.815771006,0.6201517679999999,0.8576923259999999,0.857705264,0.356885492,0.322439369,2.239765443,4.988608686,0.37744164700000005,1.183074192,2.312501165,6.184975081,2.718345385,1.457292926,0.252049807,0.269254712,1.244164545,2.332166114,0.46164517,1.7685034659999999,3.5314105089999996,0.79284492
BT20,PD173074,FGF1,15,2.659222385,3.54848812,0.375285398,2.482692068,1.84461855,1.646707154,1.001213731,0.28127574,0.720415189,1.201107001,1.126526497,0.9867890770000001,0.48485397,1.443856724,0.232601118,0.8666843879999999,1.124450768,2.646170011,2.214593455,0.922777118,0.44987963,0.334589417,0.60235299,1.1446938709999999,1.145114862,0.34264954200000003,0.880932466,0.647523909,0.911298361,0.805332168,0.7270257459999999,0.407849594,2.3197695940000003,2.9591472860000003,0.35394106799999997,0.936139067,2.306180963,6.971033105,2.5546691459999997,1.83324649,0.825485166,0.782766737,0.94718937,2.0606719890000003,0.518931069,1.421264712,4.112354749,0.8993057640000001
BT20,PD173074,Insulin,15,2.7552733239999996,3.38468834,0.400667604,2.725131117,2.002109047,1.7336436519999998,0.995175335,0.283220515,0.702673687,1.15791089,1.139375592,1.007861553,0.47427506399999997,1.369430195,0.22007649899999998,0.9004461840000001,1.1740234859999998,2.6823433619999997,2.352478076,1.015607237,0.474571301,0.35381101200000004,0.6196811170000001,1.2438618129999999,1.265405631,0.36804917200000004,0.882980973,0.641375967,0.89294612,0.860097138,0.7368896840000001,0.412109699,2.313381913,3.059553827,0.371617171,0.9492194079999999,2.443225782,6.2916471739999995,2.623675374,2.0600472290000003,0.780416801,0.7136431940000001,1.049710814,2.141914539,0.504262426,1.5020286719999998,3.746311159,1.0035636479999999
BT20,DMSO,FGF1,15,2.65626866,4.089407813999999,0.379957836,3.095522155,2.026833599,1.407047855,1.025409652,0.28254643100000004,0.68460517,1.218351653,1.208057407,0.907039244,0.455620363,1.3671496109999999,0.205685576,0.8777284120000001,1.169455271,2.7069172669999997,2.460592339,0.9488233490000001,0.43218539,0.388656273,1.1160657390000002,2.072906756,1.199435395,0.331978333,0.799216287,0.626720566,0.900502723,0.889703074,0.72573935,0.465348242,2.079982785,5.1384292160000005,0.334424015,0.929128911,2.38050168,7.173458874,2.590343103,1.6835391069999999,0.7218523790000001,0.683602493,0.9531642,1.865562714,0.466239443,1.616699521,3.684859626,0.895534141
BT20,DMSO,Insulin,15,2.598418058,3.8410404010000003,0.450186951,3.049593292,2.040875452,1.99521329,0.985572297,0.259751393,0.668681683,1.214597462,1.170998897,1.007278845,0.445740974,1.356667429,0.211786277,0.916500268,1.106312337,2.781686765,2.585667516,1.001759195,0.440735599,0.36367731700000006,0.594012629,1.291790435,1.3037282620000001,0.35226511299999996,0.828207241,0.620475898,0.838366312,0.792634519,0.66768988,0.362952777,2.307150599,2.99813828,0.39514536100000003,0.96002308,2.583290506,6.2232231570000005,3.0184479439999996,2.219099188,0.747211482,0.7354138170000001,1.172136984,2.3427166230000003,0.465322921,1.48804406,3.483283624,0.852955039
BT20,GSK690693,FGF1,30,2.315657687,3.143651298,0.501794097,6.33117841,4.700760067,1.655046885,1.069695344,0.245432872,0.701091468,1.4456571009999999,1.12254112,0.931672666,0.483047876,1.344866079,0.22509584800000002,0.933201332,1.073630861,2.1182303869999997,2.272956195,0.954339611,0.440669756,0.353663402,0.7932806029999999,1.4522696940000002,1.028028441,0.266494153,0.9348704390000001,0.720802394,0.81792693,0.821241401,0.524553016,0.42195469700000005,2.281390048,3.0072563580000002,0.370258359,0.916958919,2.283518014,5.598243429,2.4894010069999997,1.4837549190000001,0.506618242,0.421116741,1.3021399,2.0874119159999998,0.511084684,1.296337396,3.800701132,0.91247148
BT20,GSK690693,Insulin,30,2.096128515,2.9354154639999996,0.58956658,6.649019687000001,4.347683635,1.748528696,0.935367383,0.24694474600000002,0.7021814909999999,1.31981843,1.193807263,0.992820362,0.44049827700000005,1.352189189,0.21181594399999998,0.93951581,1.090103001,2.234513737,1.9754402780000002,0.9847448940000001,0.45408033,0.365640158,0.697437448,1.521608607,1.154942579,0.293021202,0.8515712670000001,0.6506195889999999,0.85612722,0.840249702,0.424372058,0.363042619,2.135501737,3.6922904180000002,0.39171628700000005,1.02910622,2.39529394,5.530183702,2.747353302,1.518839403,0.435351228,0.413868998,1.384110274,2.382093959,0.503133276,1.678251699,3.489790999,0.860181808
BT20,GSK690693_GSK1120212,FGF1,30,2.609174825,3.71472836,0.425268949,8.021503022000001,5.31140352,1.7670667219999998,0.92331438,0.24327642600000002,0.756241278,1.4982398380000002,1.181947388,0.913746878,0.511687895,1.4280122080000002,0.22798232,0.956740905,1.0606597709999999,2.125002663,1.836565096,1.045856655,0.460347072,0.37437266799999996,0.172582633,3.7827869689999996,0.916171202,0.308198481,0.924247677,0.649934769,0.913866582,0.949237434,0.446083974,0.334867538,2.303496494,3.56973612,0.36422578,0.969459524,2.161788194,7.1403318,2.404583284,1.328737621,0.309239059,0.251145732,1.322401154,2.078567413,0.491429875,1.386363994,4.298064596000001,0.912713056
BT20,GSK690693_GSK1120212,Insulin,30,2.0890585919999998,2.904472684,0.6381542029999999,6.93552438,4.786160215,1.9705375630000002,0.865768897,0.21791048899999999,0.7388174129999999,1.326201357,1.176703786,1.012973313,0.503912892,1.359152347,0.24382054,0.85309034,1.070754615,2.070441365,1.839006809,0.974404455,0.493437823,0.379297961,0.11728385,0.84383296,1.1263923390000001,0.285833012,0.863849678,0.612658036,0.925840682,0.869299858,0.341039411,0.325967112,2.203193084,2.634597954,0.412340132,1.125973041,2.394169343,5.647701485,2.7797754610000003,1.349798332,0.262016321,0.25332928899999996,1.585465304,2.489039387,0.489698769,1.477957015,3.655916513,0.7773687579999999
BT20,PD173074,FGF1,30,2.505287727,3.2266233069999997,0.595582105,3.457729646,2.880017262,1.7479268980000002,0.979304732,0.228235766,0.71023232,1.356846223,1.176404423,1.012384742,0.472789344,1.387664552,0.228282775,0.907099907,1.1346035970000001,3.0404527580000003,2.689627171,1.022551831,0.45257391,0.37244666200000004,0.7026580240000001,1.5939550869999999,1.406323306,0.290004985,1.121464403,0.592135136,0.873192871,0.834052338,0.6464410829999999,0.37772966,2.10708314,3.249733815,0.367705359,1.0979698340000001,2.55463737,6.2976137660000004,2.9450888689999997,2.127712133,0.892282259,0.996339078,1.160404053,2.322059208,0.482657469,1.6427530190000001,3.486537567,0.836868093
BT20,PD173074,Insulin,30,2.619546773,3.256566505,0.5313114760000001,3.328490837,2.6844841560000003,1.8365723880000002,1.013235804,0.254366624,0.720520308,1.271465798,1.10025788,1.037476085,0.493961669,1.4371942830000002,0.218819528,0.8404542540000001,1.106057441,2.691968526,2.479352254,0.98199516,0.44785932799999995,0.377372738,0.694554498,1.5282879480000002,1.171574057,0.352836201,1.044747759,0.572845165,0.888374195,0.8882810729999999,0.72282117,0.401571002,2.1974283580000002,3.012159224,0.35468788700000003,0.9762929929999999,2.243147347,6.642795157999999,2.543916172,1.7900916619999998,0.9077729859999999,0.8556498990000001,1.184609974,2.069340495,0.481587146,1.459672834,3.66216454,0.9047333120000001
BT20,DMSO,FGF1,30,2.549495369,3.6071542510000003,0.51309376,3.562888011,2.680932859,1.5587589290000001,1.044297975,0.252619107,0.727502335,1.294981191,1.152477347,0.981360424,0.452260815,1.350480846,0.210423958,0.874711674,1.118107704,2.8736242830000003,2.7033182239999998,1.017714191,0.42728955799999996,0.34606328,0.74307058,1.5718346330000001,1.304715894,0.326443185,1.10934574,0.596987276,0.7946623209999999,0.9183014359999999,0.791666153,0.451547584,2.105753574,3.416905929,0.35248358,0.9525628429999999,2.293236749,6.374108046,2.702644287,2.0021377080000002,0.865861549,0.8260287390000001,1.062302024,2.089393539,0.459433007,1.5208121019999998,3.447600668,0.918231095
BT20,DMSO,Insulin,30,2.41818142,3.598297108,0.50976078,3.3930534039999998,2.735450826,1.610398829,0.9981073140000001,0.262744708,0.6786749040000001,1.355451229,1.12264066,1.021540076,0.455278781,1.347061655,0.21545624600000002,0.8526541259999999,1.1552049640000002,2.912572796,2.789488678,1.093797108,0.44582779200000006,0.36307706100000003,0.717514021,1.680134707,1.229740982,0.34453770100000003,1.087457588,0.6565898720000001,0.878374986,0.869603172,0.7324378640000001,0.405957189,2.224896957,2.651385513,0.365264917,0.9116904859999999,2.352164942,6.292984337999999,2.6216105880000002,2.0664592390000003,0.9780852879999999,0.9216050159999999,1.209881893,2.177005779,0.496915591,1.36356976,3.604297612,0.888756579
BT20,GSK690693,FGF1,60,2.153780962,3.114130037,0.512501969,5.99815498,4.6181495230000005,1.603684139,1.084379664,0.254366624,0.694919966,1.3256312959999998,1.13676839,0.890622274,0.49387083200000004,1.323109367,0.233429715,0.8578750690000001,1.165019119,2.043566443,1.832374804,1.042350574,0.41819524,0.37588322700000004,0.998984715,2.255147705,0.9667025509999999,0.26683306,0.9912294009999999,0.696422578,0.8726760790000001,0.93541674,0.539750099,0.404388102,2.148883246,6.220680788999999,0.35812843899999997,0.9613374809999999,2.219899967,6.5622238170000005,2.353668552,1.307243432,0.488554724,0.477565455,1.33508899,1.844210282,0.511340005,1.6530960890000002,3.949689057,0.872152642
BT20,GSK690693,Insulin,60,2.0827477180000002,2.832918835,0.6490400620000001,7.366097863999999,4.796934762,1.88509606,0.938374093,0.23155815800000001,0.6917806809999999,1.352690239,1.208733724,0.949502152,0.442537374,1.32827417,0.21376242,0.88467571,1.099263764,2.326133777,2.090574593,1.067655858,0.45603454299999996,0.35445504899999997,0.8324718320000001,1.8155364369999998,1.275708468,0.265608387,0.9785425440000001,0.655184296,0.822226204,0.9083657359999999,0.457818829,0.389630487,2.190965493,3.7374937360000002,0.377761129,0.968721747,2.514363676,5.87712874,2.88979585,1.674420213,0.486686444,0.497858202,1.513684144,2.348147898,0.51026582,1.6108644619999999,3.619225958,0.755364728
BT20,GSK690693_GSK1120212,FGF1,60,2.065280965,2.96777445,0.6376359189999999,8.092302708,5.376377741000001,1.7957939619999999,0.843304927,0.22260955899999998,0.7206200079999999,1.5740894369999998,1.2135460340000002,1.015082662,0.499558423,1.431840721,0.236858572,0.9186064009999999,1.055417723,2.182309585,1.887047651,1.02429736,0.46707459,0.360454726,0.173385071,2.8529874680000002,1.171358175,0.262800111,0.9322945570000001,0.588669404,0.895350311,0.903349265,0.41489285600000003,0.310516642,2.1114123019999997,2.191610489,0.39982232799999995,0.9873308940000001,2.3066936680000003,6.287108924,2.91749519,1.4953130319999999,0.30552720899999997,0.298530348,1.657991594,2.4913471680000003,0.485205984,1.45602514,3.693132552,0.683775475
BT20,GSK690693_GSK1120212,Insulin,60,2.85192147,3.7938148660000004,0.672978823,11.24231343,8.478549734,2.614503478,0.79430572,0.228290464,0.693019087,1.671336345,0.921686665,1.0821256240000001,0.52153788,1.307307005,0.236711239,0.885212407,1.036763433,2.582521231,2.016361228,1.159033797,0.471040699,0.337828623,0.10639843,1.109189014,0.9231343479999999,0.22815196899999998,1.043820873,0.67007458,0.861138595,0.8286703040000001,0.283349128,0.284804655,2.565802796,0.753406992,0.415197504,0.96711627,2.817191414,9.274462193,3.955537451,1.554175963,0.23622620100000002,0.205986408,1.803013565,3.2111113060000003,0.44977729,0.849424647,5.802728035,0.600752615
BT20,PD173074,FGF1,60,2.064078094,2.628322072,0.605619459,3.549600477,3.1127475610000004,1.440479429,0.966739419,0.24971474800000001,0.713567527,1.7902894169999999,1.069476471,1.023566888,0.5689156989999999,1.403350058,0.28228106399999997,0.908500944,1.179055173,2.931344745,2.65460637,1.092335232,0.468368399,0.427102146,0.7606908170000001,1.67068025,1.344421544,0.26521383,1.341253998,0.7121133390000001,0.892673423,0.853379584,0.70218017,0.426091096,2.218092621,0.559722599,0.43611248,0.942016788,2.501822039,6.764861887,3.040390658,2.497484809,0.841159478,0.706283277,1.3922276830000002,2.3035003080000003,0.550464604,0.8061983290000001,3.844264767,0.7827728629999999
BT20,GSK690693,FGF1,120,2.234695426,2.780757835,0.474524609,7.944128354,4.905125321,2.166704626,0.9491531999999999,0.232832614,0.750378648,1.6050186530000001,0.9930357590000001,1.103424439,0.562662867,1.49063769,0.261239421,0.96603349,1.0445872859999998,2.3913237240000003,1.912198834,1.0183106579999999,0.447099349,0.349539182,0.553950304,1.2264333790000002,1.165668203,0.24765966399999997,0.961664815,0.651846945,0.9270356479999999,0.836632169,0.425917847,0.420113179,2.33743062,0.8838435570000001,0.402261132,1.042686718,3.047645835,6.300092879,2.9868695639999996,1.960765369,0.413131585,0.34521612799999996,1.315650247,2.672659019,0.415670444,0.763106825,3.935525303,0.738798382
BT20,GSK690693,Insulin,120,2.157066622,2.9898001169999997,0.570666539,7.479163931,4.691531433,2.14987617,1.055639349,0.286497981,0.7758003170000001,1.403450968,1.071951184,1.0731765359999998,0.581815098,1.43877728,0.255768715,0.9251185959999999,1.0644170259999999,2.212303972,1.919883031,0.993920136,0.484262801,0.42002703700000005,0.510064166,1.025795526,1.181258667,0.29831416,0.9225389820000001,0.764809904,0.903156345,0.877104399,0.5069266579999999,0.434448475,2.289512915,0.613138337,0.445365929,1.0294498859999999,2.519400693,5.6025272379999995,2.899767673,1.7462528430000002,0.420430136,0.31837278,1.274699072,2.519578671,0.480183706,0.952044254,3.6608229860000003,0.834002688
BT20,GSK690693_GSK1120212,FGF1,120,3.012390851,5.003657634,0.46558877600000004,13.73591753,9.449651137,3.128368335,0.777172048,0.234266857,0.698920861,1.983591426,0.9139327859999999,1.052148871,0.795540758,1.382869502,0.207820728,0.86003329,0.961670626,3.4819902139999996,2.322724052,1.635651468,0.433808866,0.317135106,0.19315532800000002,3.119288837,1.115949974,0.24233886699999999,0.87150623,0.610228778,0.8302978740000001,0.841718524,0.327792092,0.266569263,3.050875642,0.745956313,0.36980646899999997,0.8796023999999999,4.1544997089999995,8.754051704,4.665646337,1.9277827459999999,0.235867142,0.185746694,1.418467109,4.561986247,0.409592027,0.733474485,6.2443320579999995,0.683235082
BT20,GSK690693_GSK1120212,Insulin,120,2.1631465309999998,3.349468453,0.48345803200000004,7.509052184,5.919175051,2.1179318719999998,0.838043086,0.269932584,0.709704931,1.6193954919999998,0.9483618359999999,1.0331313579999999,0.549179474,1.4264244719999999,0.24795921899999998,0.938727898,1.060738415,2.379020349,1.8464817519999999,1.1284825059999999,0.49409963700000004,0.397821616,0.1219249,1.2278178999999998,0.991155709,0.244452965,0.928764383,0.580176928,0.872129837,0.8321125779999999,0.34485087799999997,0.331876854,2.61612203,0.706628105,0.443408354,0.947439963,2.542541267,7.64251304,2.450108394,1.390523103,0.20433248899999998,0.171591756,1.421274445,2.47027995,0.461948087,0.6782984479999999,5.330282551,0.714146081
BT20,PD173074,FGF1,120,2.236517955,2.8834340160000003,0.41463124100000004,3.478583823,2.178302066,2.158843126,0.940837203,0.266388051,0.737071382,1.339654922,0.979652933,0.943063117,0.5306449639999999,1.3188184859999998,0.24143563,0.920367215,1.076842778,2.851373965,2.32851465,1.010306315,0.43361608799999996,0.37096194,0.490134074,1.09281761,1.288730725,0.286041592,1.075806394,0.7252822329999999,0.8580068279999999,0.865772504,0.60725926,0.403275161,2.4646328680000003,0.6959742529999999,0.423356058,0.97754834,2.816123896,7.573245477,2.984975631,2.07409964,0.977550963,0.765246572,1.50052136,2.8071943160000004,0.48195548299999996,0.716243278,4.449122524,0.8477937179999999
BT20,PD173074,Insulin,120,2.5378682169999998,3.530427561,0.40420426299999995,3.6413286539999996,2.421509923,2.466217063,0.9666807940000001,0.258790499,0.722823201,1.3253670929999999,0.9942409209999999,0.9589921029999999,0.534447012,1.305825834,0.24611990399999997,0.9101495390000001,0.992143958,3.223554827,2.485215726,1.1622468320000001,0.437704001,0.356255905,0.467463247,1.075373919,1.312054541,0.284683693,1.058868441,0.724388073,0.8854414629999999,0.918068563,0.615412315,0.38084709999999994,2.451290476,0.718800172,0.416001933,0.968993973,2.931775811,8.322324542,3.223608412,2.2731870030000003,0.700305275,0.6072081229999999,1.55182302,2.791676985,0.45724660799999994,0.768641577,4.681752382,0.851983402
BT20,DMSO,FGF1,120,2.287563356,2.9998744939999997,0.441092618,3.331187341,2.440973573,2.096833563,0.984663572,0.254677362,0.714328097,1.444341726,1.030692023,0.9940588220000001,0.498496208,1.294609818,0.251128783,0.8525392479999999,1.017963152,2.7289115410000004,2.3861311819999997,0.9960548,0.470488809,0.372963362,0.565738917,1.185160271,1.331801851,0.28174481100000004,1.038203837,0.6775954809999999,0.9166553709999999,0.8542418740000001,0.651082736,0.43910192200000003,2.391781927,0.774585249,0.412911914,0.94885278,2.711798517,7.493944637,2.995189999,2.222482467,0.992273443,0.7863337029999999,1.501615056,2.689943603,0.46683349799999996,0.775863702,4.04294983,0.820954782
BT20,DMSO,Insulin,120,2.434316963,3.36706571,0.49967821,3.5951108589999996,2.6337349999999997,2.360855124,0.9846071,0.23617918300000001,0.659959492,1.334167466,0.990199169,1.019984059,0.497243451,1.3425672919999998,0.262798463,0.860840794,1.06840909,3.190262548,2.724449023,1.027800343,0.46069825,0.350830753,0.462167373,1.0313030109999999,1.3314942109999999,0.28491775399999997,1.1081466999999998,0.628659044,0.855770145,0.851059393,0.599556555,0.384163297,2.434439889,0.599826953,0.42712739899999996,0.9351039879999999,2.752756324,7.347904884,3.216272745,2.146652709,0.773460875,0.621660615,1.41323815,2.590102981,0.46401592700000005,0.9271960890000001,4.532743766,0.778030373
